DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
DQ Team;Stranded In Time,War in a Box: Paper Tanks; ;https://store.steampowered.com/search/?developer=DQ%20Team&snr=1_5_9__2000
Hidden Hallow Studio;Stranded In Time; ;https://store.steampowered.com/search/?developer=Hidden%20Hallow%20Studio&snr=1_5_9__2000
Game Alchemists;Der einzig wahre Auserwählte,Sugy the Christmas elf; ;https://store.steampowered.com/search/?developer=Game%20Alchemists&snr=1_5_9__2000
Manalith Studios;Wild Glory; ;https://store.steampowered.com/search/?developer=Manalith%20Studios&snr=1_5_9__2000
gestaltdevstudio;Soccering,Volleying,Basketing; ;https://store.steampowered.com/developer/gestaltdevstudio?snr=1_5_9__2000
Execution Unit;Smith and Winston; ;https://store.steampowered.com/search/?developer=Execution%20Unit&snr=1_5_9__2000
Subtle Games;Seeds of Resilience; ;https://store.steampowered.com/search/?developer=Subtle%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/36223514;May,Dead forest,; ;https://store.steampowered.com/curator/36223514?snr=1_5_9__2000
ChaosMinds;Forgiveness : Escape Room,Luciform,Gehinnom; ;https://store.steampowered.com/developer/ChaosMinds?snr=1_5_9__2000
Stranga;Mini Thief; ;https://store.steampowered.com/search/?developer=Stranga&snr=1_5_9__2000
Tommah;Mini Thief; ;https://store.steampowered.com/search/?developer=Tommah&snr=1_5_9__2000
Rundisc;Varion; ;https://store.steampowered.com/search/?developer=Rundisc&snr=1_5_9__2000
crimsonghost;Pichon; ;https://store.steampowered.com/developer/crimsonghost?snr=1_5_9__2000
nair;cat notebook; ;https://store.steampowered.com/search/?developer=nair&snr=1_5_9__2000
Alexander Mirdzveli;The Dwarf Run; ;https://store.steampowered.com/search/?developer=Alexander%20Mirdzveli&snr=1_5_9__2000
Neon Deity Games;Shutshimi; ;https://store.steampowered.com/search/?developer=Neon%20Deity%20Games&snr=1_5_9__2000
Quack Quack Games;CD-RUN; ;https://store.steampowered.com/search/?developer=Quack%20Quack%20Games&snr=1_5_9__2000
Alexandre Yoshinaga;Random War,Space Foes; ;https://store.steampowered.com/search/?developer=Alexandre%20Yoshinaga&snr=1_5_9__2000
Scary Wizard Games;Monumental Failure; ;https://store.steampowered.com/search/?developer=Scary%20Wizard%20Games&snr=1_5_9__2000
Gold From Straw Games;Art of Boxing; ;https://store.steampowered.com/search/?developer=Gold%20From%20Straw%20Games&snr=1_5_9__2000
VoxelStorm;sphereFACE,AdvertCity; ;https://store.steampowered.com/search/?developer=VoxelStorm&snr=1_5_9__2000
https://store.steampowered.com/curator/33777618;Abberbury; ;https://store.steampowered.com/curator/33777618?snr=1_5_9__2000
Dark Duo Games;Impossiball; ;https://store.steampowered.com/search/?developer=Dark%20Duo%20Games&snr=1_5_9__2000
Polymorphic Games;Project Hastur,Darwin's Demons; ;https://store.steampowered.com/search/?developer=Polymorphic%20Games&snr=1_5_9__2000
Aniode;Nature's Zombie Apocalypse; ;https://store.steampowered.com/search/?developer=Aniode&snr=1_5_9__2000
Crayder Studios;Wishmere; ;https://store.steampowered.com/search/?developer=Crayder%20Studios&snr=1_5_9__2000
Frogames;Discovering Colors - Animals,Farabel; ;https://store.steampowered.com/search/?developer=Frogames&snr=1_5_9__2000
OMNIDREAM CREATIONS;Nightside; ;https://store.steampowered.com/search/?developer=OMNIDREAM%20CREATIONS&snr=1_5_9__2000
InsaneHawk;Rhythmy; ;https://store.steampowered.com/search/?developer=InsaneHawk&snr=1_5_9__2000
Ready Play Games;Proxy - Ultimate Hacker; ;https://store.steampowered.com/search/?developer=Ready%20Play%20Games&snr=1_5_9__2000
Salty Squad Games;Forest Dash; ;https://store.steampowered.com/search/?developer=Salty%20Squad%20Games&snr=1_5_9__2000
Wormwood Studios;Until I Have You; ;https://store.steampowered.com/search/?developer=Wormwood%20Studios&snr=1_5_9__2000
Rezoner;QbQbQb; ;https://store.steampowered.com/search/?developer=Rezoner&snr=1_5_9__2000
Pirozhok Studio;Life is Hard; ;https://store.steampowered.com/search/?developer=Pirozhok%20Studio&snr=1_5_9__2000
Vitaliy Ruzankin;Life is Hard; ;https://store.steampowered.com/search/?developer=Vitaliy%20Ruzankin&snr=1_5_9__2000
Upside Down Bird;Super Gravity Ball; ;https://store.steampowered.com/search/?developer=Upside%20Down%20Bird&snr=1_5_9__2000
Conifer Games;Jon Shafer's At the Gates; ;https://store.steampowered.com/search/?developer=Conifer%20Games&snr=1_5_9__2000
PirateParrot;Cubicity: Slide puzzle; ;https://store.steampowered.com/developer/PirateParrot?snr=1_5_9__2000
GAMELAB;Tank Maniacs; ;https://store.steampowered.com/search/?developer=GAMELAB&snr=1_5_9__2000
Substantial;Dungeon Highway; ;https://store.steampowered.com/search/?developer=Substantial&snr=1_5_9__2000
VectorHat;R-COIL,Rainbow Laser Disco Dungeon,Byte Driver,Super Radical Solitaire; ;https://store.steampowered.com/developer/VectorHat?snr=1_5_9__2000
Graffiti;Screamer 2,Screamer; ;https://store.steampowered.com/search/?developer=Graffiti&snr=1_5_9__2000
ektomarch;KO Mech; ;https://store.steampowered.com/search/?developer=ektomarch&snr=1_5_9__2000
https://store.steampowered.com/curator/37043169;Trailer Trashers,Rover Wars; ;https://store.steampowered.com/curator/37043169?snr=1_5_9__2000
Khud0;Shatris: Infinite Puzzles,Plastris,Immortus Temporus; ;https://store.steampowered.com/developer/Khud0?snr=1_5_9__2000
RadiationBurn;The Living Dungeon,Dead Exit; ;https://store.steampowered.com/search/?developer=RadiationBurn&snr=1_5_9__2000
GooDCrafter;OS:Path,Flat Path,Gear Path,Brave Path; ;https://store.steampowered.com/search/?developer=GooDCrafter&snr=1_5_9__2000
AtomicTorch;VoidExpanse,Dinocide; ;https://store.steampowered.com/developer/AtomicTorch?snr=1_5_9__2000
Village Bench;Killer Chambers; ;https://store.steampowered.com/search/?developer=Village%20Bench&snr=1_5_9__2000
Byte4Games;Demon's Crystals; ;https://store.steampowered.com/search/?developer=Byte4Games&snr=1_5_9__2000
Screwtape Studios;Damsel; ;https://store.steampowered.com/search/?developer=Screwtape%20Studios&snr=1_5_9__2000
Deion Mobile;Grey Cubes; ;https://store.steampowered.com/search/?developer=Deion%20Mobile&snr=1_5_9__2000
https://store.steampowered.com/curator/33020891;Black Jack Story,OMNIMUS,Neighboring Islands; ;https://store.steampowered.com/curator/33020891?snr=1_5_9__2000
Bigzur Games;Apocryph: an old-school shooter; ;https://store.steampowered.com/search/?developer=Bigzur%20Games&snr=1_5_9__2000
codalyn;Stable Orbit - Build your own space station; ;https://store.steampowered.com/developer/codalyn?snr=1_5_9__2000
Daniel Gelber;Gravity; ;https://store.steampowered.com/search/?developer=Daniel%20Gelber&snr=1_5_9__2000
PowerBurger;Escape from Life Inc; ;https://store.steampowered.com/search/?developer=PowerBurger&snr=1_5_9__2000
Wispfire;Herald: An Interactive Period Drama - Book I & II; ;https://store.steampowered.com/search/?developer=Wispfire&snr=1_5_9__2000
Rogue Rocket Games;Gunpowder; ;https://store.steampowered.com/search/?developer=Rogue%20Rocket%20Games&snr=1_5_9__2000
Neonchimp Games;Spiral Splatter; ;https://store.steampowered.com/search/?developer=Neonchimp%20Games&snr=1_5_9__2000
Dan Ruscoe;Dark Hill Museum of Death; ;https://store.steampowered.com/search/?developer=Dan%20Ruscoe&snr=1_5_9__2000
https://store.steampowered.com/curator/35868163;Hyper Sentinel,Silk; ;https://store.steampowered.com/curator/35868163?snr=1_5_9__2000
Pantumaca Barcelona;MIND: Path to Thalamus Enhanced Edition; ;https://store.steampowered.com/search/?developer=Pantumaca%20Barcelona&snr=1_5_9__2000
CarlosGameDev;MIND: Path to Thalamus Enhanced Edition; ;https://store.steampowered.com/developer/CarlosGameDev?snr=1_5_9__2000
Dani Navarro;MIND: Path to Thalamus Enhanced Edition; ;https://store.steampowered.com/search/?developer=Dani%20Navarro&snr=1_5_9__2000
Luka Nieto;MIND: Path to Thalamus Enhanced Edition; ;https://store.steampowered.com/search/?developer=Luka%20Nieto&snr=1_5_9__2000
gobbogames;Riders of Asgard; ;https://store.steampowered.com/developer/gobbogames?snr=1_5_9__2000
Daniel Seman;Mainly at Rest; ;https://store.steampowered.com/search/?developer=Daniel%20Seman&snr=1_5_9__2000
sleepy macaw;Adjacency; ;https://store.steampowered.com/search/?developer=sleepy%20macaw&snr=1_5_9__2000
Upturn Games;Supply Chain Idle; ;https://store.steampowered.com/search/?developer=Upturn%20Games&snr=1_5_9__2000
zengsadi;Stamp Boy / 跳跳小子; ;https://store.steampowered.com/developer/zengsadi?snr=1_5_9__2000
simdevs;Area 86; ;https://store.steampowered.com/developer/simdevs?snr=1_5_9__2000
2xMilk;Skipper - Puzzle Across The Sea,VThree; ;https://store.steampowered.com/search/?developer=2xMilk&snr=1_5_9__2000
throwback;Judge Dredd 95,Annals of Rome,Tunnel B1,Sorcerer Lord,The Final Battle,Battle Master,Austerlitz,Power Struggle,Trantor: The Last Stormtrooper,Savage; ;https://store.steampowered.com/developer/throwback?snr=1_5_9__2000
David M.;No Place for the Dissident; ;https://store.steampowered.com/search/?developer=David%20M.&snr=1_5_9__2000
Willz;Save the Ninja Clan; ;https://store.steampowered.com/search/?developer=Willz&snr=1_5_9__2000
volrest_games;Biba`s Adventures — Hardcore Platformer; ;https://store.steampowered.com/developer/volrest_games?snr=1_5_9__2000
Ethan Nakashima;Remember, Remember; ;https://store.steampowered.com/search/?developer=Ethan%20Nakashima&snr=1_5_9__2000
https://store.steampowered.com/curator/32819322;Slab; ;https://store.steampowered.com/curator/32819322?snr=1_5_9__2000
Develobster;Radium 2; ;https://store.steampowered.com/search/?developer=Develobster&snr=1_5_9__2000
PJ Rivas;Cubic Currency; ;https://store.steampowered.com/search/?developer=PJ%20Rivas&snr=1_5_9__2000
Daniel Onstott;Cubic Currency; ;https://store.steampowered.com/search/?developer=Daniel%20Onstott&snr=1_5_9__2000
Hannah Marquardt;Cubic Currency; ;https://store.steampowered.com/search/?developer=Hannah%20Marquardt&snr=1_5_9__2000
Mitchell Dixon;Cubic Currency; ;https://store.steampowered.com/search/?developer=Mitchell%20Dixon&snr=1_5_9__2000
mentics;Quip Anomaly; ;https://store.steampowered.com/search/?developer=mentics&snr=1_5_9__2000
YellowcakeGames;Stay Safe: Labyrinth of the Mad; ;https://store.steampowered.com/developer/YellowcakeGames?snr=1_5_9__2000
Teyon;Paranormal State: Poison Spring,Urban Trial Playground; ;https://store.steampowered.com/search/?developer=Teyon&snr=1_5_9__2000
spdr870;Operation Sheep Defense; ;https://store.steampowered.com/search/?developer=spdr870&snr=1_5_9__2000
https://store.steampowered.com/curator/33030049;PATHOS; ;https://store.steampowered.com/curator/33030049?snr=1_5_9__2000
Koto Games;Once upon a Dungeon,Gem Collector,; ;https://store.steampowered.com/search/?developer=Koto%20Games&snr=1_5_9__2000
Pixel Barrage Entertainment, Inc.;Meow-Jong,Adventure in the Tower of Flight; ;https://store.steampowered.com/search/?developer=Pixel%20Barrage%20Entertainment%2C%20Inc.&snr=1_5_9__2000
https://store.steampowered.com/curator/40993785;3x64; ;https://store.steampowered.com/curator/40993785?snr=1_5_9__2000
Wurrad;Manaya; ;https://store.steampowered.com/search/?developer=Wurrad&snr=1_5_9__2000
Giorgi Abelashvili;SLICE,Circularity,Alter World; ;https://store.steampowered.com/search/?developer=Giorgi%20Abelashvili&snr=1_5_9__2000
Nukri Zhvania;SLICE; ;https://store.steampowered.com/search/?developer=Nukri%20Zhvania&snr=1_5_9__2000
MrJackphil;Power of Two; ;https://store.steampowered.com/search/?developer=MrJackphil&snr=1_5_9__2000
Sicerat;Power of Two; ;https://store.steampowered.com/search/?developer=Sicerat&snr=1_5_9__2000
Petite Games;Super Destronaut,Midnight,Land it Rocket,36 Fragments of Midnight; ;https://store.steampowered.com/search/?developer=Petite%20Games&snr=1_5_9__2000
Rouem;Leaf on Wind; ;https://store.steampowered.com/search/?developer=Rouem&snr=1_5_9__2000
SweepBros;Sweep'n'Sweep; ;https://store.steampowered.com/search/?developer=SweepBros&snr=1_5_9__2000
monkeystales;PROTOThYPE _ a love story,The NADI Project,OMEGA: The Beginning - Episode 1; ;https://store.steampowered.com/developer/monkeystales?snr=1_5_9__2000
Diada Novels;Four Rendezvous; ;https://store.steampowered.com/search/?developer=Diada%20Novels&snr=1_5_9__2000
Oxeye Game Studio;Harvest: Massive Encounter; ;https://store.steampowered.com/search/?developer=Oxeye%20Game%20Studio&snr=1_5_9__2000
Alkinoy;Corridors of their memories; ;https://store.steampowered.com/search/?developer=Alkinoy&snr=1_5_9__2000
https://store.steampowered.com/curator/35249863;PUZZLETIME: Lovely Girls; ;https://store.steampowered.com/curator/35249863?snr=1_5_9__2000
https://store.steampowered.com/curator/41310328;Escape from Chernobyl,Escape from Chernobyl: Jailbreak; ;https://store.steampowered.com/curator/41310328?snr=1_5_9__2000
radiostatic;Fuego!; ;https://store.steampowered.com/search/?developer=radiostatic&snr=1_5_9__2000
Triger Mountain;Demon Truck; ;https://store.steampowered.com/search/?developer=Triger%20Mountain&snr=1_5_9__2000
deadmage;Shadow Blade: Reload; ;https://store.steampowered.com/developer/deadmage?snr=1_5_9__2000
Stand Off Software;Unicorn Dungeon,Alien Function,Leprechaun Shadow,Poltergeist Treasure,Vagabond Starship; ;https://store.steampowered.com/search/?developer=Stand%20Off%20Software&snr=1_5_9__2000
magitech;Shield Impact,Telecube Nightmare,Sufoco; ;https://store.steampowered.com/developer/magitech?snr=1_5_9__2000
Alexander Westwater;The First Friend; ;https://store.steampowered.com/search/?developer=Alexander%20Westwater&snr=1_5_9__2000
https://store.steampowered.com/curator/40380753;Unforgettable You,Connected Towers; ;https://store.steampowered.com/curator/40380753?snr=1_5_9__2000
Physmo;Mos Speedrun 2; ;https://store.steampowered.com/search/?developer=Physmo&snr=1_5_9__2000
Rimebelle Express;Azurea Juncture; ;https://store.steampowered.com/search/?developer=Rimebelle%20Express&snr=1_5_9__2000
Shotx;Danger Gazers,Dead Ground,Kontrakt,Dungeons of Clay; ;https://store.steampowered.com/search/?developer=Shotx&snr=1_5_9__2000
Piranaking;LASTFIGHT; ;https://store.steampowered.com/search/?developer=Piranaking&snr=1_5_9__2000
Jellypig Games;Space God; ;https://store.steampowered.com/search/?developer=Jellypig%20Games&snr=1_5_9__2000
Los Exaltados;Goblins Keep Coming - Tower Defense; ;https://store.steampowered.com/search/?developer=Los%20Exaltados&snr=1_5_9__2000
Dark-1;Odium to the Core; ;https://store.steampowered.com/search/?developer=Dark-1&snr=1_5_9__2000
https://store.steampowered.com/curator/35653669;Everybody Loves Skeletons,Hoo-Boy; ;https://store.steampowered.com/curator/35653669?snr=1_5_9__2000
Battle Blockyverse Studios;Block Survival: Legend of the Lost Islands; ;https://store.steampowered.com/search/?developer=Battle%20Blockyverse%20Studios&snr=1_5_9__2000
Alexander Lahti;Paralyzed; ;https://store.steampowered.com/search/?developer=Alexander%20Lahti&snr=1_5_9__2000
https://store.steampowered.com/curator/16801113;Colours of Magic: Aqua Teeter,Mind Games,Liquid Pinball,Siege Wars,Project Amalthea: Battlegrounds; ;https://store.steampowered.com/curator/16801113?snr=1_5_9__2000
SchmidtWorkshops;Rocket Blasters; ;https://store.steampowered.com/developer/SchmidtWorkshops?snr=1_5_9__2000
https://store.steampowered.com/curator/32960574;PANIC at Multiverse High!; ;https://store.steampowered.com/curator/32960574?snr=1_5_9__2000
Draconis Games;Sigma Draconis; ;https://store.steampowered.com/search/?developer=Draconis%20Games&snr=1_5_9__2000
Mobile Co Studios;Kaion Tale MMORPG; ;https://store.steampowered.com/search/?developer=Mobile%20Co%20Studios&snr=1_5_9__2000
Submersivo Game Studio;The Last NightMary - A Lenda do Cabeça de Cuia; ;https://store.steampowered.com/search/?developer=Submersivo%20Game%20Studio&snr=1_5_9__2000
Tymon Zgainski;Rituals; ;https://store.steampowered.com/search/?developer=Tymon%20Zgainski&snr=1_5_9__2000
Starwind Games;Bunnyrama,Dots eXtreme,Dwarflings,Tank Assault X; ;https://store.steampowered.com/search/?developer=Starwind%20Games&snr=1_5_9__2000
Moonryse Studios;Hi-Score Boi; ;https://store.steampowered.com/search/?developer=Moonryse%20Studios&snr=1_5_9__2000
Hammer Games;World of Castles,Transport Services,Runaway Train; ;https://store.steampowered.com/search/?developer=Hammer%20Games&snr=1_5_9__2000
Geojitsu;Tetradecagon; ;https://store.steampowered.com/search/?developer=Geojitsu&snr=1_5_9__2000
LUXO_Interactive;Relaxing Kite; ;https://store.steampowered.com/developer/LUXO_Interactive?snr=1_5_9__2000
Tale Studios;Breaking Fast; ;https://store.steampowered.com/search/?developer=Tale%20Studios&snr=1_5_9__2000
https://store.steampowered.com/curator/33302095;Beastmancer,Nomad Fleet; ;https://store.steampowered.com/curator/33302095?snr=1_5_9__2000
StarSystemStudios;HuH?: and the Adventures of something,Apple Pop; ;https://store.steampowered.com/developer/StarSystemStudios?snr=1_5_9__2000
For Kids;Viki Spotter: Professions,Viki Spotter: Zoo,Viki Spotter: Camping,Fairy Rescue; ;https://store.steampowered.com/search/?developer=For%20Kids&snr=1_5_9__2000
نقش الضوء;Wojdan - وجدان; ;https://store.steampowered.com/search/?developer=%D9%86%D9%82%D8%B4%20%D8%A7%D9%84%D8%B6%D9%88%D8%A1&snr=1_5_9__2000
quicktequila;Super Lovely Planet; ;https://store.steampowered.com/search/?developer=quicktequila&snr=1_5_9__2000
Crashable Studios;Alum; ;https://store.steampowered.com/search/?developer=Crashable%20Studios&snr=1_5_9__2000
GrayTower;Tales of Nebezem: Elemental Link,Tales of Nebezem RPG: Red Peril; ;https://store.steampowered.com/search/?developer=GrayTower&snr=1_5_9__2000
SchellGames;Orion Trail; ;https://store.steampowered.com/developer/SchellGames?snr=1_5_9__2000
IllusoryWorldEntertainment;StarsOne; ;https://store.steampowered.com/search/?developer=IllusoryWorldEntertainment&snr=1_5_9__2000
https://store.steampowered.com/curator/33133048;Planar Conquest,Worlds of Magic; ;https://store.steampowered.com/curator/33133048?snr=1_5_9__2000
