DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
Alexzander Protasenya;Tribal Pass; ;https://store.steampowered.com/search/?developer=Alexzander%20Protasenya&snr=1_5_9__2000
Ruslan Viter;Tribal Pass; ;https://store.steampowered.com/search/?developer=Ruslan%20Viter&snr=1_5_9__2000
Spirit Stone Studio LLC;Cloak and Dasher; ;https://store.steampowered.com/search/?developer=Spirit%20Stone%20Studio%20LLC&snr=1_5_9__2000
NotSoClassicGames;Cat Warfare,Where Is My Parking Spot,Down The Hole,Where Is My Parking Spot - Parking Reimagined,; ;https://store.steampowered.com/developer/NotSoClassicGames?snr=1_5_9__2000
Razbury Games;Vidar; ;https://store.steampowered.com/search/?developer=Razbury%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/38892759;Ballsy! World Cup 2020; ;https://store.steampowered.com/curator/38892759?snr=1_5_9__2000
Claws Up Games;CHOP; ;https://store.steampowered.com/search/?developer=Claws%20Up%20Games&snr=1_5_9__2000
Barnaque;Infini,900; ;https://store.steampowered.com/search/?developer=Barnaque&snr=1_5_9__2000
LKMAD;Panmorphia,Panmorphia: Enchanted,Kosmonavtes: Academy Escape,Kosmonavtes: Escape Reality; ;https://store.steampowered.com/search/?developer=LKMAD&snr=1_5_9__2000
SweetChiel;Nusantara: Legend of The Winged Ones; ;https://store.steampowered.com/search/?developer=SweetChiel&snr=1_5_9__2000
retroepic;A Day in the Woods; ;https://store.steampowered.com/developer/retroepic?snr=1_5_9__2000
Medicated Games;Attack of the Giant Mutant Lizard; ;https://store.steampowered.com/search/?developer=Medicated%20Games&snr=1_5_9__2000
ntristudio;Ashley Clark: Secret of the Ruby,Howlville: The Dark Past,Ashley Clark: The Secrets of the Ancient Temple,Crossroad Mysteries: The Broken Deal,R.E.E.L.; ;https://store.steampowered.com/developer/ntristudio?snr=1_5_9__2000
Mangobile;Tactics Maiden Remastered; ;https://store.steampowered.com/search/?developer=Mangobile&snr=1_5_9__2000
Shinmera;Eternia: Pet Whisperer; ;https://store.steampowered.com/search/?developer=Shinmera&snr=1_5_9__2000
SilverTabbyCat - Visual Novel Games;Trials of Harmony ~ A Found Phone Mystery Visual Novel; ;https://store.steampowered.com/search/?developer=SilverTabbyCat%20-%20Visual%20Novel%20Games&snr=1_5_9__2000
JFerreira;Snaliens; ;https://store.steampowered.com/search/?developer=JFerreira&snr=1_5_9__2000
Code Avarice;Season's Beatings,Arkshot; ;https://store.steampowered.com/search/?developer=Code%20Avarice&snr=1_5_9__2000
Rename Studio;Alt254,Interconnected Stories; ;https://store.steampowered.com/search/?developer=Rename%20Studio&snr=1_5_9__2000
teamsupport;The Darkest Woods,The Darkest Woods 2; ;https://store.steampowered.com/search/?developer=teamsupport&snr=1_5_9__2000
roseVeRte;Takorita Meets Fries,dUpLicity ~Beyond the Lies~; ;https://store.steampowered.com/developer/roseVeRte?snr=1_5_9__2000
ApathyWorks, LLC;Cute Things Dying Violently; ;https://store.steampowered.com/search/?developer=ApathyWorks%2C%20LLC&snr=1_5_9__2000
Breakpoint Games;Relentless; ;https://store.steampowered.com/search/?developer=Breakpoint%20Games&snr=1_5_9__2000
Aqualuft Games;Queen At Arms; ;https://store.steampowered.com/search/?developer=Aqualuft%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/41362937;Mimir's Recruit; ;https://store.steampowered.com/curator/41362937?snr=1_5_9__2000
The Stork Burnt Down;Home Improvisation: Furniture Sandbox; ;https://store.steampowered.com/search/?developer=The%20Stork%20Burnt%20Down&snr=1_5_9__2000
Arcus Plume;Twin Blue Moons; ;https://store.steampowered.com/search/?developer=Arcus%20Plume&snr=1_5_9__2000
https://store.steampowered.com/curator/34263063;One Dog Story; ;https://store.steampowered.com/curator/34263063?snr=1_5_9__2000
AKGames;MegaSphere; ;https://store.steampowered.com/search/?developer=AKGames&snr=1_5_9__2000
Prismic Studios LLC;Gnomes Vs. Fairies: Greckel's Quest; ;https://store.steampowered.com/search/?developer=Prismic%20Studios%20LLC&snr=1_5_9__2000
Poorly Drawn Squid;Dungeon of Rikka; ;https://store.steampowered.com/search/?developer=Poorly%20Drawn%20Squid&snr=1_5_9__2000
Shotgun with Glitters;Moss Destruction; ;https://store.steampowered.com/search/?developer=Shotgun%20with%20Glitters&snr=1_5_9__2000
The Stonebot Studio;Stereo Aereo; ;https://store.steampowered.com/search/?developer=The%20Stonebot%20Studio&snr=1_5_9__2000
Dreampainters;Anna - Extended Edition; ;https://store.steampowered.com/search/?developer=Dreampainters&snr=1_5_9__2000
IF Games;Perils of Man; ;https://store.steampowered.com/search/?developer=IF%20Games&snr=1_5_9__2000
torcado;10mg :); ;https://store.steampowered.com/search/?developer=torcado&snr=1_5_9__2000
Bibiki;10mg :); ;https://store.steampowered.com/search/?developer=Bibiki&snr=1_5_9__2000
draconus;Hexters; ;https://store.steampowered.com/developer/draconus?snr=1_5_9__2000
Winter Night Games;Arkhangel: The House of the Seven Stars; ;https://store.steampowered.com/search/?developer=Winter%20Night%20Games&snr=1_5_9__2000
OutsiderGames;Wailing Heights; ;https://store.steampowered.com/developer/OutsiderGames?snr=1_5_9__2000
Zanrai Interactive;Stardust Vanguards; ;https://store.steampowered.com/search/?developer=Zanrai%20Interactive&snr=1_5_9__2000
34bigthings;Hyperdrive Massacre,Super Inefficient Golf; ;https://store.steampowered.com/developer/34bigthings?snr=1_5_9__2000
Epic Devs LLC;Epic Car Factory,Swords & Crossbones: An Epic Pirate Story; ;https://store.steampowered.com/search/?developer=Epic%20Devs%20LLC&snr=1_5_9__2000
runeheads_game;Conglomerate 451; ;https://store.steampowered.com/developer/runeheads_game?snr=1_5_9__2000
BumpkinBrothers;Space Farmers; ;https://store.steampowered.com/search/?developer=BumpkinBrothers&snr=1_5_9__2000
skermunkel;Tyd wag vir Niemand (Time waits for Nobody),Vapour,'n Verlore Verstand; ;https://store.steampowered.com/developer/skermunkel?snr=1_5_9__2000
RisingStarGames;Trailblazers,88 Heroes,Tulpa,PONCHO,Ninja Shodown; ;https://store.steampowered.com/developer/RisingStarGames?snr=1_5_9__2000
Hut-90;Akuto: Showdown,Retool; ;https://store.steampowered.com/developer/Hut-90?snr=1_5_9__2000
Appliks Apps Studios;Train Station Simulator; ;https://store.steampowered.com/search/?developer=Appliks%20Apps%20Studios&snr=1_5_9__2000
Billy Goat Entertainment Ltd;Her Majesty's SPIFFING; ;https://store.steampowered.com/search/?developer=Billy%20Goat%20Entertainment%20Ltd&snr=1_5_9__2000
2D Heroes;Recursion Deluxe; ;https://store.steampowered.com/search/?developer=2D%20Heroes&snr=1_5_9__2000
Ursa Games;Recursion Deluxe; ;https://store.steampowered.com/search/?developer=Ursa%20Games&snr=1_5_9__2000
nlbproject;Return of Red Riding Hood Enhanced Edition,The Barbarian and the Subterranean Caves,Non-Linear Text Quests,Wild Island Quest,I Know Everything,Palladium: Adventure in Greece,The Adventurous Four; ;https://store.steampowered.com/developer/nlbproject?snr=1_5_9__2000
OtterWays;A Comfortable Burden,Sweet Love,Facettes,Fold Stories,; ;https://store.steampowered.com/search/?developer=OtterWays&snr=1_5_9__2000
madgear;A Hole New World; ;https://store.steampowered.com/developer/madgear?snr=1_5_9__2000
Fubenalvo;Flux Caves,NeonCode,Neon Wings: Air Race; ;https://store.steampowered.com/search/?developer=Fubenalvo&snr=1_5_9__2000
https://store.steampowered.com/curator/5096377;McDROID; ;https://store.steampowered.com/curator/5096377?snr=1_5_9__2000
salmigames;Ellipsis; ;https://store.steampowered.com/developer/salmigames?snr=1_5_9__2000
PIxelNAUTSGames;LOST ORBIT,LOST ORBIT: Terminal Velocity; ;https://store.steampowered.com/developer/PIxelNAUTSGames?snr=1_5_9__2000
Jake Huhman;Tomb of Tyrants; ;https://store.steampowered.com/search/?developer=Jake%20Huhman&snr=1_5_9__2000
wolfgangis;Grand Pigeon's Duty; ;https://store.steampowered.com/developer/wolfgangis?snr=1_5_9__2000
https://store.steampowered.com/curator/34471287;What Never Was; ;https://store.steampowered.com/curator/34471287?snr=1_5_9__2000
The Creative Assembly;Medieval II: Total War™ Kingdoms; ;https://store.steampowered.com/search/?developer=The%20Creative%20Assembly&snr=1_5_9__2000
Soviet Games;Everlasting Summer,Love, Money, Rock'n'Roll; ;https://store.steampowered.com/search/?developer=Soviet%20Games&snr=1_5_9__2000
duandi;Virtual Cottage; ;https://store.steampowered.com/developer/duandi?snr=1_5_9__2000
https://store.steampowered.com/curator/40625597;Swallow the Sea; ;https://store.steampowered.com/curator/40625597?snr=1_5_9__2000
OpenTTD;OpenTTD; ;https://store.steampowered.com/search/?developer=OpenTTD&snr=1_5_9__2000
kigyo;Robot Daycare,Deep Sea Valentine; ;https://store.steampowered.com/developer/kigyo?snr=1_5_9__2000
Sebastian Schöner;Patterna; ;https://store.steampowered.com/search/?developer=Sebastian%20Sch%C3%B6ner&snr=1_5_9__2000
Rokas;Eternower,Seek Etyliv,Karanos Solitaire; ;https://store.steampowered.com/developer/Rokas?snr=1_5_9__2000
Boris Zapotocky;BonVoyage!,Car Puzzler; ;https://store.steampowered.com/search/?developer=Boris%20Zapotocky&snr=1_5_9__2000
JuvtyWorlds;Wild Terra Online,Corrupted; ;https://store.steampowered.com/developer/JuvtyWorlds?snr=1_5_9__2000
Pavel Zinchenko;Event Horizon,Event Horizon - Frontier; ;https://store.steampowered.com/search/?developer=Pavel%20Zinchenko&snr=1_5_9__2000
Digital Eel;Weird Worlds: Return to Infinite Space; ;https://store.steampowered.com/search/?developer=Digital%20Eel&snr=1_5_9__2000
Piotr Bunkowski;A Trip to Yugoslavia: Director's Cut; ;https://store.steampowered.com/search/?developer=Piotr%20Bunkowski&snr=1_5_9__2000
Hades Productions;A Trip to Yugoslavia: Director's Cut; ;https://store.steampowered.com/search/?developer=Hades%20Productions&snr=1_5_9__2000
Galope;Ravva and the Cyclops Curse,Meawja,; ;https://store.steampowered.com/search/?developer=Galope&snr=1_5_9__2000
Marina Hova;Fragile Fighter; ;https://store.steampowered.com/search/?developer=Marina%20Hova&snr=1_5_9__2000
Woodsy Studio;miraclr - Divine Dating Sim,Serafina's Crown,Quantum Conscience; ;https://store.steampowered.com/search/?developer=Woodsy%20Studio&snr=1_5_9__2000
Barnyard Intelligence Games;High Strangeness; ;https://store.steampowered.com/search/?developer=Barnyard%20Intelligence%20Games&snr=1_5_9__2000
Crystal Labs;High Strangeness; ;https://store.steampowered.com/search/?developer=Crystal%20Labs&snr=1_5_9__2000
boxedworks;Definitely Sneaky But Not Sneaky; ;https://store.steampowered.com/search/?developer=boxedworks&snr=1_5_9__2000
KING Art;Battle Worlds: Kronos; ;https://store.steampowered.com/search/?developer=KING%20Art&snr=1_5_9__2000
polarityflow;Steel Rain,Cyber Complex,ARK BOX Unlimited; ;https://store.steampowered.com/developer/polarityflow?snr=1_5_9__2000
dejimagames;illumine; ;https://store.steampowered.com/developer/dejimagames?snr=1_5_9__2000
SoftCoder;MegaGlest; ;https://store.steampowered.com/search/?developer=SoftCoder&snr=1_5_9__2000
18Light Game Ltd.;螢幕判官 Behind the Screen; ;https://store.steampowered.com/search/?developer=18Light%20Game%20Ltd.&snr=1_5_9__2000
vacation_gs;On Pixels: A lights out game; ;https://store.steampowered.com/developer/vacation_gs?snr=1_5_9__2000
Silver Cat Studios;Deathroids; ;https://store.steampowered.com/search/?developer=Silver%20Cat%20Studios&snr=1_5_9__2000
Pugsley LLC;Breezeblox; ;https://store.steampowered.com/search/?developer=Pugsley%20LLC&snr=1_5_9__2000
Green Willow Games, LLC;Gray Skies, Dark Waters; ;https://store.steampowered.com/search/?developer=Green%20Willow%20Games%2C%20LLC&snr=1_5_9__2000
Awoker Games;Cards of Cthulhu,BULLET PARTY; ;https://store.steampowered.com/search/?developer=Awoker%20Games&snr=1_5_9__2000
FantasiaStudio;Aeon on Mosaic: Anemone 时间碎片：奇迹; ;https://store.steampowered.com/developer/FantasiaStudio?snr=1_5_9__2000
Electric Eggplant;Rube Works: The Official Rube Goldberg Invention Game; ;https://store.steampowered.com/search/?developer=Electric%20Eggplant&snr=1_5_9__2000
Kalani Games, Inc.;Rube Works: The Official Rube Goldberg Invention Game; ;https://store.steampowered.com/search/?developer=Kalani%20Games%2C%20Inc.&snr=1_5_9__2000
HRG (Heirs of Rube Goldberg);Rube Works: The Official Rube Goldberg Invention Game; ;https://store.steampowered.com/search/?developer=HRG%20%28Heirs%20of%20Rube%20Goldberg%29&snr=1_5_9__2000
Unity Games;Rube Works: The Official Rube Goldberg Invention Game; ;https://store.steampowered.com/search/?developer=Unity%20Games&snr=1_5_9__2000
Kiemura Ltd;Tiltagon; ;https://store.steampowered.com/search/?developer=Kiemura%20Ltd&snr=1_5_9__2000
Critical Bit;Reign of Bullets; ;https://store.steampowered.com/search/?developer=Critical%20Bit&snr=1_5_9__2000
Kajak Games;Demon Peak; ;https://store.steampowered.com/search/?developer=Kajak%20Games&snr=1_5_9__2000
SunRay Games;Bear Haven Nights,Mystic Diary - Hidden Object,Bear Haven Nights 2; ;https://store.steampowered.com/search/?developer=SunRay%20Games&snr=1_5_9__2000
Another Yeti;Metro Warp; ;https://store.steampowered.com/search/?developer=Another%20Yeti&snr=1_5_9__2000
https://store.steampowered.com/curator/33592771;Star Sky 2; ;https://store.steampowered.com/curator/33592771?snr=1_5_9__2000
Matthew Jennings;The Depths of Tolagal; ;https://store.steampowered.com/search/?developer=Matthew%20Jennings&snr=1_5_9__2000
Leveled Games;Marble Void; ;https://store.steampowered.com/search/?developer=Leveled%20Games&snr=1_5_9__2000
Rebourne Studios;UFO - Unfortunately Fortunate Organisms,Rite of Life; ;https://store.steampowered.com/search/?developer=Rebourne%20Studios&snr=1_5_9__2000
https://store.steampowered.com/curator/40221110;Of Mice and Moggies,Dome Romantik,; ;https://store.steampowered.com/curator/40221110?snr=1_5_9__2000
https://store.steampowered.com/curator/38824735;Traffic City,MiniRacer,Long Road,TravelRacer; ;https://store.steampowered.com/curator/38824735?snr=1_5_9__2000
Moment Studio;Scraps: Modular Vehicle Combat; ;https://store.steampowered.com/search/?developer=Moment%20Studio&snr=1_5_9__2000
WobblyTrout;Armoured Alliance; ;https://store.steampowered.com/search/?developer=WobblyTrout&snr=1_5_9__2000
Winch Gate Property Limited;Ryzom; ;https://store.steampowered.com/search/?developer=Winch%20Gate%20Property%20Limited&snr=1_5_9__2000
Turbo Tape Games;The Astonishing Game; ;https://store.steampowered.com/search/?developer=Turbo%20Tape%20Games&snr=1_5_9__2000
Ste Curran;Chime Sharp; ;https://store.steampowered.com/search/?developer=Ste%20Curran&snr=1_5_9__2000
SaibotStudios;Doorways: Holy Mountains of Flesh,Doorways: Old Prototype,Doorways: Prelude,Doorways: The Underworld; ;https://store.steampowered.com/developer/SaibotStudios?snr=1_5_9__2000
DemonStudios;Super Grav; ;https://store.steampowered.com/search/?developer=DemonStudios&snr=1_5_9__2000
wickworks;Starship Rubicon; ;https://store.steampowered.com/developer/wickworks?snr=1_5_9__2000
Ireero;One Pixel TWB,One Pixel; ;https://store.steampowered.com/search/?developer=Ireero&snr=1_5_9__2000
ShilohGames;Disputed Space,Allspace; ;https://store.steampowered.com/search/?developer=ShilohGames&snr=1_5_9__2000
Vexel Games;Trace Vector; ;https://store.steampowered.com/search/?developer=Vexel%20Games&snr=1_5_9__2000
NetoX;Madrobot X; ;https://store.steampowered.com/search/?developer=NetoX&snr=1_5_9__2000
Rude Ghost;Thief Town; ;https://store.steampowered.com/search/?developer=Rude%20Ghost&snr=1_5_9__2000
Gil Clavien;Asylamba: Influence; ;https://store.steampowered.com/search/?developer=Gil%20Clavien&snr=1_5_9__2000
Noé Zufferey;Asylamba: Influence; ;https://store.steampowered.com/search/?developer=No%C3%A9%20Zufferey&snr=1_5_9__2000
Jacky Casas;Asylamba: Influence; ;https://store.steampowered.com/search/?developer=Jacky%20Casas&snr=1_5_9__2000
Blekoh;KIRO,Beardy McStrongarm; ;https://store.steampowered.com/search/?developer=Blekoh&snr=1_5_9__2000
Kilted Camel;Defend the Highlands: World Tour,Defend The Highlands; ;https://store.steampowered.com/search/?developer=Kilted%20Camel&snr=1_5_9__2000
Aurox Studios;AegisM; ;https://store.steampowered.com/search/?developer=Aurox%20Studios&snr=1_5_9__2000
Enaayah Software Development and Services Private Limited;Dirt Bike Motocross Stunts,Race Race Racer,Pizza Bike Rider,Formula Car Racing Simulator,Pets Sniper Shooting,Car Crush Racing Simulator,Drift Racing Rally,Horse Racing Rally,Racing Bike Fight (Corona Virus Lockdown Special),Street Sniper,Indoor Sniper Shooting Alpha Strike in Corona Virus Lockdown,Casual Commando,Flirt Balls,President's Sniper Shooting,Mouse Mayhem Shooting & Racing; ;https://store.steampowered.com/search/?developer=Enaayah%20Software%20Development%20and%20Services%20Private%20Limited&snr=1_5_9__2000
Félicien Brochu;Selfless Heroes; ;https://store.steampowered.com/search/?developer=F%C3%A9licien%20Brochu&snr=1_5_9__2000
Sourcebyte;Supfly Delivery Simulator,Killer Inside Us,Quick Race,Furry Finder - Dating Visual Novel; ;https://store.steampowered.com/developer/Sourcebyte?snr=1_5_9__2000
NOODLECAKE;Jetstream; ;https://store.steampowered.com/developer/NOODLECAKE?snr=1_5_9__2000
Beyond-Limits-Games;Fake Colours; ;https://store.steampowered.com/search/?developer=Beyond-Limits-Games&snr=1_5_9__2000
FCG;Fake Colours; ;https://store.steampowered.com/search/?developer=FCG&snr=1_5_9__2000
Daniel Gili;KByte; ;https://store.steampowered.com/search/?developer=Daniel%20Gili&snr=1_5_9__2000
Joaquín Godoy;KByte; ;https://store.steampowered.com/search/?developer=Joaqu%C3%ADn%20Godoy&snr=1_5_9__2000
Emilio Martinez;KByte; ;https://store.steampowered.com/search/?developer=Emilio%20Martinez&snr=1_5_9__2000
Bruno Carro;KByte; ;https://store.steampowered.com/search/?developer=Bruno%20Carro&snr=1_5_9__2000
artinteractive;Femida; ;https://store.steampowered.com/developer/artinteractive?snr=1_5_9__2000
Storming Tech;Project RIP; ;https://store.steampowered.com/search/?developer=Storming%20Tech&snr=1_5_9__2000
L8r Sk8rs Studios;Magic Trick; ;https://store.steampowered.com/search/?developer=L8r%20Sk8rs%20Studios&snr=1_5_9__2000
Run and jump games;Keepers Dungeon; ;https://store.steampowered.com/search/?developer=Run%20and%20jump%20games&snr=1_5_9__2000
MightyCodeDragon;Castle Explorer; ;https://store.steampowered.com/developer/MightyCodeDragon?snr=1_5_9__2000
CupcakeTime Team;Memory Note,Reality's Reverse Side; ;https://store.steampowered.com/search/?developer=CupcakeTime%20Team&snr=1_5_9__2000
Fratboy Entertainment;Fruit Tower Defense; ;https://store.steampowered.com/search/?developer=Fratboy%20Entertainment&snr=1_5_9__2000
Cyanide Tea;Break Chance Memento; ;https://store.steampowered.com/search/?developer=Cyanide%20Tea&snr=1_5_9__2000
arrogantpixel;The Tale of Doris and the Dragon - Episode 2,The Tale of Doris and the Dragon - Episode 1; ;https://store.steampowered.com/developer/arrogantpixel?snr=1_5_9__2000
MadameBerry Games LLC;Visual Out; ;https://store.steampowered.com/search/?developer=MadameBerry%20Games%20LLC&snr=1_5_9__2000
lokator;Where are my Internets?,Kitten Adventures in City Park; ;https://store.steampowered.com/developer/lokator?snr=1_5_9__2000
SolarLune Games;Gearend; ;https://store.steampowered.com/search/?developer=SolarLune%20Games&snr=1_5_9__2000
Miro Jankura;NOTES; ;https://store.steampowered.com/search/?developer=Miro%20Jankura&snr=1_5_9__2000
We're Five Games;Morphite; ;https://store.steampowered.com/search/?developer=We%27re%20Five%20Games&snr=1_5_9__2000
Blowfish Studios;Morphite; ;https://store.steampowered.com/search/?developer=Blowfish%20Studios&snr=1_5_9__2000
DyneWulf;Monster Hunting... For Love!; ;https://store.steampowered.com/search/?developer=DyneWulf&snr=1_5_9__2000
monstercouch;Die for Valhalla!; ;https://store.steampowered.com/developer/monstercouch?snr=1_5_9__2000
Touwaku Studio;Celestial Crossing; ;https://store.steampowered.com/search/?developer=Touwaku%20Studio&snr=1_5_9__2000
Sileni Studios;Mayan Death Robots; ;https://store.steampowered.com/search/?developer=Sileni%20Studios&snr=1_5_9__2000
ransackedstudios;Glitch's Trip,Zombie Scrapper; ;https://store.steampowered.com/developer/ransackedstudios?snr=1_5_9__2000
Relevant Games;Fat Chicken; ;https://store.steampowered.com/search/?developer=Relevant%20Games&snr=1_5_9__2000
MilkyTea;Coffin Dodgers; ;https://store.steampowered.com/developer/MilkyTea?snr=1_5_9__2000
Blast Programming;Arsenal Demon; ;https://store.steampowered.com/search/?developer=Blast%20Programming&snr=1_5_9__2000
Ino-Co Plus;Codex of Victory,Gunspell - Steam Edition; ;https://store.steampowered.com/search/?developer=Ino-Co%20Plus&snr=1_5_9__2000
https://store.steampowered.com/curator/10872784;1775: Rebellion; ;https://store.steampowered.com/curator/10872784?snr=1_5_9__2000
Igrasil Development Team;Bloody Chronicles - New Cycle of Death Visual Novel; ;https://store.steampowered.com/search/?developer=Igrasil%20Development%20Team&snr=1_5_9__2000
startreming;LocoSoccer; ;https://store.steampowered.com/developer/startreming?snr=1_5_9__2000
Arakion LLC;Arakion: Book One; ;https://store.steampowered.com/search/?developer=Arakion%20LLC&snr=1_5_9__2000
Lavidimus;Arakion: Book One; ;https://store.steampowered.com/search/?developer=Lavidimus&snr=1_5_9__2000
Brendan Roarty;Bunny Hill; ;https://store.steampowered.com/search/?developer=Brendan%20Roarty&snr=1_5_9__2000
Quantum Realm Games;Quantum Chess; ;https://store.steampowered.com/search/?developer=Quantum%20Realm%20Games&snr=1_5_9__2000
ArcanForge;Quantum Chess; ;https://store.steampowered.com/search/?developer=ArcanForge&snr=1_5_9__2000
hiddenpeopleclub;Nubarron: The adventure of an unlucky gnome; ;https://store.steampowered.com/developer/hiddenpeopleclub?snr=1_5_9__2000
ThanaThan;NENA; ;https://store.steampowered.com/search/?developer=ThanaThan&snr=1_5_9__2000
unbegames;Spreadstorm; ;https://store.steampowered.com/developer/unbegames?snr=1_5_9__2000
Play Wireless;Evolution Planet: Gold Edition; ;https://store.steampowered.com/search/?developer=Play%20Wireless&snr=1_5_9__2000
Starodymov;Stickman Jetpack,Aqua Fish,Stickman Destruction 2; ;https://store.steampowered.com/search/?developer=Starodymov&snr=1_5_9__2000
Cereal Games;Pecaminosa - A Pixel Noir Game; ;https://store.steampowered.com/search/?developer=Cereal%20Games&snr=1_5_9__2000
Digital Dreams;Metrico+; ;https://store.steampowered.com/search/?developer=Digital%20Dreams&snr=1_5_9__2000
ClickGames;Slash or Die 2; ;https://store.steampowered.com/developer/ClickGames?snr=1_5_9__2000
Sideline;SOMOS; ;https://store.steampowered.com/search/?developer=Sideline&snr=1_5_9__2000
lezliz;Rose Seed Replica; ;https://store.steampowered.com/developer/lezliz?snr=1_5_9__2000
Team Dogpit;The Cherry Orchard; ;https://store.steampowered.com/search/?developer=Team%20Dogpit&snr=1_5_9__2000
https://store.steampowered.com/curator/35223447;Ebony Spire: Heresy,Space Mercs; ;https://store.steampowered.com/curator/35223447?snr=1_5_9__2000
uglybeardgames;Crawlers and Brawlers; ;https://store.steampowered.com/developer/uglybeardgames?snr=1_5_9__2000
catness;The Savior's Gang; ;https://store.steampowered.com/developer/catness?snr=1_5_9__2000
Elleiv;Earthshine; ;https://store.steampowered.com/search/?developer=Elleiv&snr=1_5_9__2000
Vision Riders Entertainment;Another Star; ;https://store.steampowered.com/search/?developer=Vision%20Riders%20Entertainment&snr=1_5_9__2000
iFun4all S.A.;Green Game: TimeSwapper,Red Game Without A Great Name; ;https://store.steampowered.com/search/?developer=iFun4all%20S.A.&snr=1_5_9__2000
Ekuator Games;Celestian Tales: Old North; ;https://store.steampowered.com/search/?developer=Ekuator%20Games&snr=1_5_9__2000
Eric Ruts;Evolvation; ;https://store.steampowered.com/search/?developer=Eric%20Ruts&snr=1_5_9__2000
Jacob Kooiman;Evolvation; ;https://store.steampowered.com/search/?developer=Jacob%20Kooiman&snr=1_5_9__2000
Skuhataagyall dev;Seiga Kaku uses her amazing Taoist arts and gives you a life lesson; ;https://store.steampowered.com/search/?developer=Skuhataagyall%20dev&snr=1_5_9__2000
bumblebee.;Villagers; ;https://store.steampowered.com/search/?developer=bumblebee.&snr=1_5_9__2000
Dragon's Games;Mad Nords: Probably an Epic Quest,Tyran; ;https://store.steampowered.com/search/?developer=Dragon%27s%20Games&snr=1_5_9__2000
SimplexCode;Pandora Galaxy; ;https://store.steampowered.com/search/?developer=SimplexCode&snr=1_5_9__2000
Pixelsaurus Games;Captain Forever Remix; ;https://store.steampowered.com/search/?developer=Pixelsaurus%20Games&snr=1_5_9__2000
Future Crayon;Captain Forever Remix; ;https://store.steampowered.com/search/?developer=Future%20Crayon&snr=1_5_9__2000
Loju;Causality; ;https://store.steampowered.com/search/?developer=Loju&snr=1_5_9__2000
Rooftop Panda;Rocket Wars; ;https://store.steampowered.com/search/?developer=Rooftop%20Panda&snr=1_5_9__2000
Shaman Games Studio;Namariel Legends: Iron Lord Premium Edition,Fall of the New Age Premium Edition; ;https://store.steampowered.com/search/?developer=Shaman%20Games%20Studio&snr=1_5_9__2000
Binary Cocoa;Collider; ;https://store.steampowered.com/search/?developer=Binary%20Cocoa&snr=1_5_9__2000
Peter Hijma;Unitied,Newton's Cradle Puzzle Game; ;https://store.steampowered.com/search/?developer=Peter%20Hijma&snr=1_5_9__2000
WinterCell Studios;SoulHunt; ;https://store.steampowered.com/search/?developer=WinterCell%20Studios&snr=1_5_9__2000
Cat Floor Studio;The God Unit; ;https://store.steampowered.com/search/?developer=Cat%20Floor%20Studio&snr=1_5_9__2000
James K. Isaac;Green: An Orc's Life; ;https://store.steampowered.com/search/?developer=James%20K.%20Isaac&snr=1_5_9__2000
Coldrice Games LLC;Interstellaria; ;https://store.steampowered.com/search/?developer=Coldrice%20Games%20LLC&snr=1_5_9__2000
Nuno Donato;Autumn,Satellite Repairman,A Game of Changes; ;https://store.steampowered.com/search/?developer=Nuno%20Donato&snr=1_5_9__2000
https://store.steampowered.com/curator/33159580;Marvellous Inc.; ;https://store.steampowered.com/curator/33159580?snr=1_5_9__2000
Educational Games;Memory Trainer,Royal Battleships,Merlin vs Zombies,Dice Tower Defense,Make a word!,Sudoku Original,Monster Farm,Beach Pong,The Sapper,Chess Puzzles,Fairy Tower Defense,Poker Tower Defense,Wonderland Trails,Merlin Soccer; ;https://store.steampowered.com/search/?developer=Educational%20Games&snr=1_5_9__2000
Crowdwork Studios;Lightspeed Frontier; ;https://store.steampowered.com/search/?developer=Crowdwork%20Studios&snr=1_5_9__2000
RIVALGAMES;The Detail; ;https://store.steampowered.com/developer/RIVALGAMES?snr=1_5_9__2000
Maddox Games;MadSpace: To Hell and Beyond,Z.A.R.; ;https://store.steampowered.com/search/?developer=Maddox%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/40420619;Save the Pirate: Sea Story; ;https://store.steampowered.com/curator/40420619?snr=1_5_9__2000
Frédéric Simon;Mini Gal4Xy; ;https://store.steampowered.com/search/?developer=Fr%C3%A9d%C3%A9ric%20Simon&snr=1_5_9__2000
Wildgrass;HOT PINK; ;https://store.steampowered.com/developer/Wildgrass?snr=1_5_9__2000
Triplevision Games;Mable & The Wood; ;https://store.steampowered.com/search/?developer=Triplevision%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/39335042;Parkalien: a ludo in the space; ;https://store.steampowered.com/curator/39335042?snr=1_5_9__2000
HEY;Dezatopia; ;https://store.steampowered.com/search/?developer=HEY&snr=1_5_9__2000
Light Arc Studio Ltd;Castle Battles; ;https://store.steampowered.com/search/?developer=Light%20Arc%20Studio%20Ltd&snr=1_5_9__2000
kombits;Queen of Seas 2; ;https://store.steampowered.com/developer/kombits?snr=1_5_9__2000
